time_s,q_deg_A1,q_deg_A2,q_deg_A3,q_deg_A4,q_deg_A5,q_deg_A6,qd_deg_s_A1,qd_deg_s_A2,qd_deg_s_A3,qd_deg_s_A4,qd_deg_s_A5,qd_deg_s_A6,qdd_deg_s2_A1,qdd_deg_s2_A2,qdd_deg_s2_A3,qdd_deg_s2_A4,qdd_deg_s2_A5,qdd_deg_s2_A6,flange_x_m,flange_y_m,flange_z_m
0.76,6.42374716681481,-22.5056283053827,10.3643792497778,10.7062452780247,31.6059367917037,19.2712415004444,21.4678945185185,25.0458769382716,-32.2018417777778,35.7798241975309,5.36697362962963,64.4036835555556,37.3266962962963,43.547812345679,-55.9900444444444,62.2111604938271,9.33167407407407,111.980088888889,0.334738083615198,0.0457212763182736,0.922303975571127
0.765,6.531552844875,-22.3798550143125,10.2026707326875,10.885921408125,31.6328882112188,19.594658534625,21.654300375,25.2633504375,-32.4814505625,36.090500625,5.41357509375,64.962901125,37.2351,43.44095,-55.85265,62.0585,9.308775,111.7053,0.33545235726566,0.04658221050028,0.922987654764666
0.77,6.64028939362963,-22.2529957074321,10.0395659095556,11.0671489893827,31.6600723484074,19.9208681808889,21.8402400740741,25.4802800864197,-32.7603601111111,36.4004001234568,5.46006001851852,65.5207202222222,37.140237037037,43.3302765432099,-55.7103555555556,61.9003950617284,9.28505925925926,111.420711111111,0.336171225682442,0.0474536470788758,0.923675603938431
0.775,6.74995444155093,-22.1250531515239,9.87506833767361,11.2499240692515,31.6874886103877,20.2498633246528,22.025697337963,25.6966468942901,-33.0385460069444,36.7094955632716,5.50642433449074,66.0770920138889,37.0421296296296,43.2158179012346,-55.5631944444445,61.7368827160494,9.26053240740741,111.126388888889,0.336894617798735,0.0483356418904961,0.924367764504244
0.78,6.860545536,-21.996030208,9.709181696,11.43424256,31.715136384,20.581636608,22.210656,25.912432,-33.315984,37.01776,5.552664,66.631968,36.9408,43.0976,-55.4112,61.568,9.2352,110.8224,0.337622461060127,0.0492282502330874,0.925064077074766
0.785,6.97206014378241,-21.8659298322539,9.54190978432639,11.6201002396373,31.7430150359456,20.9161804313472,22.3951000046296,26.1276166720679,-33.5926500069444,37.3251666743827,5.59877500115741,67.1853000138889,36.8362703703704,42.9756487654321,-55.2544055555555,61.3937839506173,9.20906759259259,110.508811111111,0.338354681426072,0.0501315268434957,0.925764481475289
0.79,7.08449565170371,-21.7347550730123,9.37325652244444,11.8074927528395,31.7711239129259,21.2534869551111,22.5790134074074,26.342182308642,-33.8685201111111,37.6316890123457,5.64475335185185,67.7370402222222,36.728562962963,42.8499901234568,-55.0928444444444,61.2142716049383,9.18214074074074,110.185688888889,0.339091203371733,0.0510455258745473,0.92646891675565
0.795,7.197849367125,-21.6025090716875,9.2032259493125,11.996415611875,31.7994623417813,21.593548101375,22.762380375,26.5561104375,-34.1435705625,37.937300625,5.69059509375,68.287141125,36.6177,42.72065,-54.92655,61.0295,9.154425,109.8531,0.33983194989022,0.0519703008718295,0.927177321202278
0.8,7.31211851851852,-21.4691950617284,9.03182222222222,12.1868641975309,31.8280296296296,21.9363555555556,22.9451851851852,26.7693827160494,-34.4177777777778,38.241975308642,5.7362962962963,68.8355555555556,36.5037037037037,42.5876543209877,-54.7555555555556,60.8395061728395,9.12592592592593,109.511111111111,0.340576842495224,0.0529059047501821,0.92788963235035
0.805,7.42730025602315,-21.334816367973,8.85904961596528,12.3788337600386,31.8568250640058,22.2819007680694,23.1274122268518,26.9819809313272,-34.6911183402778,38.5456870447531,5.78185305671296,69.3822366805556,36.3865962962963,42.4510290123457,-54.5798944444445,60.6443271604938,9.09664907407408,109.159788888889,0.341325801224071,0.0538523897699075,0.928605786996076
0.81,7.543391652,-21.199376406,8.684912522,12.57231942,31.885847913,22.630174956,23.309046,27.193887,-34.963569,38.84841,5.8272615,69.927138,36.2664,42.3108,-54.3996,60.444,9.0666,108.7992,0.342078744641188,0.0548098075127099,0.929325721209106
0.815,7.66038970158796,-21.0628786814807,8.50941544761806,12.7673161693133,31.915097425397,22.9811691047639,23.4900711157407,27.4050829683642,-35.2351066736111,39.1501185262346,5.87251777893518,70.4702133472222,36.143137037037,42.1669932098765,-54.2147055555556,60.2385617283951,9.03578425925926,108.429411111111,0.342835589842,0.0557782088573723,0.930049370345042
0.82,7.77829132325926,-20.9253267895309,8.33256301511111,12.9638188720988,31.9445728308148,23.3348739697778,23.6704722962963,27.6155510123457,-35.5057084444444,39.4507871604938,5.91761807407407,71.0114168888889,36.0168296296296,42.0196345679012,-54.0252444444444,60.028049382716,9.00420740740741,108.050488888889,0.343596252457275,0.0567576439551825,0.930776669058078
0.825,7.897093359375,-20.7867244140625,8.15435996093751,13.161822265625,31.9742733398437,23.691280078125,23.850234375,27.8252734375,-35.7753515625,39.750390625,5.96255859375,71.550703125,35.8875,41.86875,-53.83125,59.8125,8.971875,107.6625,0.344360646657906,0.0577481622051177,0.93150755131375
0.83,8.01679257674074,-20.6470753271358,7.97481113488889,13.3613209612346,32.0041981441852,24.0503777302222,24.0293422962963,28.0342326790123,-36.0440134444444,40.0489038271605,6.00733557407407,72.0880268888889,35.7551703703704,41.7143654320988,-53.6327555555556,59.591950617284,8.93879259259259,107.265511111111,0.345128685160162,0.058749812228799,0.932241950401792
0.835,8.13738566716204,-20.506383388311,7.79392149925695,13.5623094452701,32.0343464167905,24.4121570014861,24.2077811157407,28.2424113016975,-36.3116716736111,40.3463018595679,6.05194527893519,72.6233433472222,35.619862962963,41.5565067901234,-53.4297944444444,59.3664382716049,8.90496574074074,106.859588888889,0.345900279231398,0.0597626418452248,0.932979798949113
0.84,8.258869248,-20.364652544,7.611696128,13.76478208,32.064717312,24.776607744,24.385536,28.449792,-36.578304,40.64256,6.096384,73.156608,35.4816,41.3952,-53.2224,59.136,8.8704,106.4448,0.346675338696252,0.0607866980452978,0.933721028932878
0.845,8.38123986272685,-20.2218868268187,7.42814020590972,13.9687331045448,32.0953099656817,25.1437195881806,24.5625922268519,28.6563575979938,-36.8438883402778,40.9376537114198,6.14064805671296,73.6877766805556,35.3404037037037,41.2304709876543,-53.0106055555556,58.9006728395062,8.83510092592593,106.021211111111,0.347453771943312,0.0618220269661533,0.93446557169369
0.85,8.50449398148148,-20.0780903549383,7.24325902777778,14.1741566358025,32.1261234953704,25.5134819444444,24.7389351851852,28.8620910493827,-37.1084027777778,41.2315586419753,6.1847337962963,74.2168055555556,35.1962962962963,41.0623456790124,-52.7944444444445,58.6604938271605,8.79907407407408,105.588888888889,0.348235485932292,0.0628686738653018,0.935213357948889
0.855,8.628628001625,-19.9332673314375,7.0570579975625,14.381046669375,32.1571570004063,25.885884004875,24.914550375,29.0669754375,-37.3718255625,41.524250625,6.22863759375,74.743651125,35.0493,40.89085,-52.57395,58.4155,8.762325,105.1479,0.349020386201702,0.0639266830946,0.935964317805947
0.86,8.7536382482963,-19.7874220436543,6.86954262755555,14.5893970804938,32.1884095620741,26.2609147448889,25.0894234074074,29.2709939753086,-37.6341351111111,41.8157056790124,6.27235585185185,75.2682702222222,34.899437037037,40.7160098765432,-52.3491555555555,58.1657283950617,8.72485925925926,104.698311111111,0.349808376877027,0.0649960980740583,0.936718380775962
0.865,8.87952097496759,-19.6405588625378,6.68071853754861,14.799201624946,32.2198802437419,26.6385629249028,25.2635400046296,29.4741300054012,-37.8953100069444,42.1059000077161,6.31588500115741,75.7906200138889,34.7467296296296,40.5378512345679,-52.1200944444445,57.9112160493827,8.68668240740741,104.240188888889,0.350599360679433,0.0660769612655005,0.937475475787261
0.87,9.006272364,-19.492682242,6.490591454,15.01045394,32.251568091,27.018817092,25.436886,29.676367,-38.155329,42.39481,6.3592215,76.310658,34.5912,40.3564,-51.8868,57.652,8.6478,103.7736,0.351393238934988,0.0671693141460879,0.938235531199088
0.875,9.13388852719907,-19.3437967182677,6.29916720920139,15.2231475453318,32.2834721317998,27.4016655815972,25.609447337963,29.8776885609568,-38.4141710069444,42.6824122299383,6.40236183449074,76.8283420138889,34.4328703703704,40.1716820987654,-51.6493055555555,57.3881172839506,8.60821759259259,103.298611111111,0.352189911584426,0.068273197181719,0.938998474815398
0.88,9.26236550637037,-19.1939069092346,6.10645174044445,15.4372758439506,32.3155913765926,27.7870965191111,25.7812100740741,30.0780784197531,-38.6718151111111,42.9686834567901,6.44530251851852,77.3436302222222,34.271762962963,39.9837234567901,-51.4076444444444,57.1196049382716,8.56794074074074,102.815288888889,0.352989277193448,0.0693886498003197,0.939764233898741
0.885,9.391699273875,-19.0430175138125,5.9124510891875,15.652832123125,32.3479248184687,28.175097821625,25.952160375,30.2775204375,-38.9282405625,43.253600625,6.48804009375,77.856481125,34.1079,39.79255,-51.16185,56.8465,8.526975,102.3237,0.353791232963569,0.070515710365038,0.940532735184235
0.89,9.52188573318519,-18.8911333112839,5.71717140022222,15.8698095553086,32.3804714332963,28.5656571995556,26.1222845185185,30.4759986049383,-39.1834267777778,43.5371408641975,6.53057112962963,78.3668535555556,33.9413037037037,39.598187654321,-50.9119555555555,56.5688395061728,8.48532592592592,101.823911111111,0.354595674743528,0.0716544161473538,0.941303904893629
0.895,9.65292071943982,-18.7382591606535,5.52061892084028,16.0882011990664,32.41323017986,28.9587621583194,26.2915688935185,30.6734970424383,-39.4373533402778,43.8192814891975,6.57289222337963,78.8747066805556,33.7719962962963,39.400662345679,-50.6579944444444,56.2866604938272,8.44299907407408,101.315988888889,0.35540249704125,0.0728048033001222,0.942077668749461
0.9,9.7848,-18.5844,5.3228,16.308,32.4462,29.3544,26.46,30.87,-39.69,44.1,6.615,79.38,33.6,39.2,-50.4,56,8.4,100.8,0.356211593036379,0.0739669068305597,0.942853951989284
0.905,9.91751927500463,-18.4295608458279,5.12372108749305,16.5291987916744,32.4793798187512,29.7525578250139,26.6275644490741,31.0654918572531,-39.9413466736111,44.3792740817901,6.65689111226852,79.8826933472222,33.425337037037,38.9962265432099,-50.1380055555556,55.7088950617284,8.35633425925926,100.276011111111,0.35702285459339,0.0751407605731924,0.943632679379997
0.91,10.0510741779259,-18.2737467924198,4.92338873311111,16.7517902965432,32.5127685444815,30.1532225337778,26.794248962963,31.2599571234568,-40.1913734444445,44.6570816049383,6.69856224074074,80.3827468888889,33.2480296296296,38.7893679012346,-49.8720444444444,55.4133827160494,8.31200740740741,99.7440888888889,0.357836172275276,0.0763263971627761,0.944413775232235
0.915,10.185460276125,-18.1169630111875,4.7218095858125,16.975767126875,32.5463650690313,30.556380828375,26.960040375,31.4533804375,-40.4400605625,44.933400625,6.74001009375,80.880121125,33.0681,38.57945,-49.60215,55.1135,8.267025,99.2043,0.358651435357815,0.0775238480072071,0.945197163414855
0.92,10.3206730714074,-17.9592147500247,4.51899039288889,17.201121785679,32.5801682678519,30.9620192142222,27.1249256296296,31.6457465679012,-40.6873884444445,45.2082093827161,6.78123140740741,81.3747768888889,32.8855703703704,38.3664987654321,-49.3283555555556,54.8092839506173,8.2213925925926,98.6567111111112,0.359468531844438,0.0787331432604366,0.945982767369486
0.925,10.4567080005787,-17.8005073326582,4.31493799913194,17.4278466676312,32.6141770001447,31.3701240017361,27.2888917824074,31.8370404128086,-40.9333376736111,45.4814863040123,6.82222294560185,81.8666753472222,32.700462962963,38.1505401234568,-49.0506944444445,54.5007716049383,8.17511574074074,98.1013888888889,0.360287348481686,0.0799543117954036,0.946770510125161
0.93,10.593560436,-17.640846158,4.109659346,17.65593406,32.648390109,31.780681308,27.451926,32.027247,-41.177889,45.75321,6.8629815,82.355778,32.5128,37.9316,-48.7692,54.188,8.1282,97.5384,0.361107770775261,0.0811873811770037,0.947560314313014
0.935,10.7312256861435,-17.4802366994992,3.90316147078472,17.8853761435725,32.6828064215359,32.1936770584306,27.6140155601852,32.2163514868827,-41.4210233402778,46.0233592669753,6.9035038900463,82.8420466805556,32.3226037037037,37.7097043209877,-48.4839055555556,53.8710061728395,8.08065092592593,96.9678111111111,0.36192968300669,0.0824323776351066,0.948352102181053
0.94,10.8696989961481,-17.3186845044938,3.69545150577778,18.1161649935802,32.717424749037,32.6090969884444,27.7751478518519,32.4043391604938,-41.6627217777778,46.2919130864197,6.94378696296296,83.3254435555556,32.1298962962963,37.4848790123457,-48.1948444444444,53.5498271604938,8.03247407407407,96.3896888888889,0.362752968250591,0.083689326037641,0.949145795608992
0.945,11.008975548375,-17.1561951935625,3.4865366774375,18.348292580625,32.7522438870937,33.026926645125,27.935310375,32.5911954375,-41.9029655625,46.558850625,6.98382759375,83.805931125,31.9347,37.25715,-47.90205,53.2245,7.98367499999999,95.8040999999999,0.363577508392546,0.0849582498637606,0.949941316123157
0.95,11.149050462963,-16.9927744598765,3.27642430555556,18.5817507716049,32.7872626157407,33.4471513888889,28.0944907407407,32.7769058641975,-42.1417361111111,46.8241512345679,7.02362268518519,84.2834722222222,31.7370370370371,37.0265432098766,-47.6055555555556,52.8950617283951,7.93425925925926,95.2111111111112,0.364403184147596,0.0862391711771077,0.950738584911442
0.955,11.2899187983843,-16.8284280685517,3.06512180242362,18.8165313306404,32.8224796995961,33.8697563951528,28.2526766712963,32.9614561165123,-42.3790150069444,47.0877944521605,7.06316916782407,84.7580300138889,31.5369296296297,36.7930845679013,-47.3053944444445,52.5615493827161,7.88423240740741,94.610788888889,0.365229875079343,0.0875321105991919,0.951537522838336
0.96,11.431575552,-16.663161856,2.85263667199999,19.05262592,32.857893888,34.294726656,28.409856,33.144832,-42.614784,47.34976,7.102464,85.229568,31.3344,36.5568,-47.0016,52.224,7.8336,94.0031999999999,0.366057459619677,0.088837087282899,0.952338050460002
0.965,11.5740156606157,-16.4969817292816,2.63897650907639,19.2900261010262,32.8935039151539,34.7220469818472,28.5660166712963,33.3270194498457,-42.8490250069444,47.6100277854938,7.14150416782407,85.6980500138889,31.1294703703704,36.3177154320988,-46.6942055555556,51.882450617284,7.7823675925926,93.3884111111112,0.366885815089117,0.0901541188861462,0.953140088039407
0.97,11.717234001037,-16.3298936654568,2.42414899844445,19.5287233350617,32.9293085002593,35.1517020031111,28.7211467407407,33.5080045308642,-43.0817201111111,47.8685779012346,7.18028668518518,86.1634402222222,30.922162962963,36.0758567901235,-46.3832444444444,51.5369382716049,7.73054074074074,92.7664888888889,0.367714817717779,0.0914832215457024,0.953943555561511
0.975,11.861225390625,-16.1619037109375,2.2081619140625,19.768708984375,32.9653063476563,35.583676171875,28.875234375,33.6877734375,-43.3128515625,48.125390625,7.21880859375,86.625703125,30.7125,35.83125,-46.06875,51.1875,7.67812499999999,92.1374999999999,0.368544342666963,0.0928244098511877,0.9547483727485
0.98,12.0059845878518,-15.9930179808395,1.99102311822223,20.0099743130864,33.001496146963,36.0179537635555,29.0282678518518,33.8663124938272,-43.5424017777778,48.3804464197531,7.25706696296296,87.0848035555556,30.5005037037037,35.5839209876543,-45.7507555555556,50.8341728395062,7.62512592592593,91.5015111111112,0.369374264051365,0.0941776968192706,0.95555445907507
0.985,12.1515062928565,-15.8232426583341,1.77274056071528,20.2525104880941,33.0378765732141,36.4545188785694,29.1802355601852,34.0436081535494,-43.7703533402778,48.633725933642,7.29505889004629,87.5407066805555,30.2861962962963,35.3338956790124,-45.4292944444445,50.4769938271605,7.57154907407407,90.8585888888889,0.370204454961909,0.0955430938680799,0.956361733783748
0.99,12.297785148,-15.652583994,1.553322278,20.49630858,33.074446287,36.893355444,29.331126,34.219647,-43.996689,48.88521,7.3327815,87.993378,30.0696,35.0812,-45.1044,50.116,7.5174,90.2088,0.37103478748921,0.096920610791847,0.957170115900266
0.995,12.4448157384213,-15.4810483051752,1.33277639236806,20.7413595640355,33.1112039346053,37.3344472152639,29.4809277824074,34.394415746142,-44.2213916736111,49.1348796373457,7.37023194560185,88.4427833472222,29.850737037037,34.8258598765432,-44.7761055555555,49.7512283950617,7.46268425925926,89.5522111111111,0.371865132747648,0.0983102557357969,0.957979524248959
1,12.5925925925926,-15.3086419753086,1.11111111111111,20.9876543209877,33.1481481481481,37.7777777777778,29.6296296296296,34.5679012345679,-44.4444444444444,49.3827160493827,7.40740740740741,88.8888888888889,29.6296296296296,34.5679012345679,-44.4444444444444,49.3827160493827,7.40740740740741,88.8888888888889,0.372695360900074,0.0997120351713053,0.958789877468217
1.005,12.741110182875,-15.1353714533125,0.888334725687507,21.235183638125,33.1852775457187,38.223330548625,29.777220375,34.7400904375,-44.6658305625,49.628700625,7.44430509375,89.331661125,29.4063,34.30735,-44.10945,49.0105,7.351575,88.2189,0.373525341183128,0.101125953871337,0.95960109402595
1.01,12.8903629260741,-14.9612432529136,0.66445561088889,21.4839382101235,33.2225907315185,38.6710887782222,29.923688962963,34.9109704567901,-44.8855334444444,49.8728149382716,7.48092224074074,89.7710668888889,29.1807703703704,34.0442320987654,-43.7711555555555,48.6346172839506,7.29519259259259,87.5423111111111,0.374354941933183,0.102552014886186,0.960413092235104
1.015,13.0403451839954,-14.7862639520054,0.439482224006948,21.7339086399923,33.2600862959988,39.1210355519861,30.0690244490741,35.0805285239198,-45.1035366736111,50.1150407484568,7.51725611226852,90.2070733472222,28.953062962963,33.7785734567901,-43.4295944444445,48.2551049382716,7.23826574074074,86.8591888888889,0.375184030612895,0.103990219519532,0.961225790269187
1.02,13.191051264,-14.610440192,0.213423104,21.98508544,33.297762816,39.573153792,30.213216,35.248752,-45.319824,50.35536,7.553304,90.639648,28.7232,33.5104,-43.0848,47.872,7.1808,86.1696,0.376012473838373,0.105440567304828,0.962039106177834
1.025,13.3424754195602,-14.4337786771798,-0.0137131293402675,22.2374590326003,33.33561885489,40.0274262586805,30.3562528935185,35.4156283757716,-45.5343793402778,50.5937548225309,7.58906322337963,91.0687586805555,28.4912037037037,33.239737654321,-42.7368055555555,47.4853395061728,7.12280092592592,85.4736111111111,0.376840137406955,0.10690305598205,0.962852957902386
1.03,13.4946118508148,-14.2562861740494,-0.24191777622222,22.491019751358,33.3736529627037,40.4838355524444,30.4981245185185,35.5811452716049,-45.7471867777778,50.8302075308642,7.62453112962963,91.4943735555556,28.2570962962963,32.966612345679,-42.3856444444444,47.0951604938271,7.06427407407407,84.7712888888888,0.37766688632559,0.108377681474801,0.963667263291492
1.035,13.647454705125,-14.0779695106875,-0.4711820576875,22.745757841875,33.4118636762812,40.942364115375,30.638820375,35.7452904375,-45.9582305625,51.064700625,7.65970509375,91.916461125,28.0209,32.69105,-42.03135,46.7015,7.00522500000001,84.0627000000001,0.378492584839821,0.109864437867814,0.964481940116724
1.04,13.8009980776296,-13.8988355760988,-0.701497116444443,23.001663462716,33.4502495194074,41.4029942328889,30.7783300740741,35.9080517530864,-46.1674951111111,51.2972167901235,7.69458251851852,92.3349902222222,27.782637037037,32.4130765432099,-41.6739555555556,46.3043950617284,6.94565925925926,83.3479111111111,0.379317096463363,0.111363317384854,0.965296906088212
1.045,13.9552360118009,-13.7188913195656,-0.932854017701388,23.2587266863349,33.4888090029502,41.8657080354028,30.916643337963,36.0694172276235,-46.3749650069444,51.5277388966049,7.72916083449074,92.7499300138889,27.5423296296296,32.1327179012346,-41.3134944444444,45.9038827160494,6.88558240740741,82.6269888888889,0.380140284008279,0.112874310367035,0.966112078870283
1.05,14.1101625,-13.53814375,-1.16524375,23.5169375,33.527540625,42.3304875,31.05375,36.229375,-46.580625,51.75625,7.7634375,93.16125,27.3,31.85,-40.95,45.5,6.825,81.9,0.380962009615728,0.114397405251588,0.966927376097115
1.055,14.2657714840324,-13.3565999352955,-1.3986572260486,23.7762858067207,33.5664428710081,42.7973144520972,31.1896400046296,36.3879133387346,-46.7844600069444,51.9827333410494,7.79741000115741,93.5689200138889,27.0556703703704,31.5649487654321,-40.5835055555556,45.0927839506173,6.7639175925926,81.1670111111112,0.381782134787307,0.115932588551068,0.967742715388385
1.06,14.4220568557037,-13.174267001679,-1.63308528355555,24.0367614261728,33.6055142139259,43.2661705671111,31.3243034074074,36.5450206419753,-46.9864551111111,52.207172345679,7.83107585185185,93.9729102222222,26.809362962963,31.2775901234568,-40.2140444444445,44.6822716049383,6.70234074074074,80.4280888888889,0.382600520416955,0.117479844833049,0.968558014364933
1.065,14.579012457375,-12.9911521330625,-1.8685186860625,24.298354095625,33.6447531143438,43.737037372125,31.457730375,36.7006854375,-47.1865955625,52.429550625,7.86443259375,94.373191125,26.5611,30.98795,-39.84165,44.2685,6.640275,79.6832999999999,0.383417026823427,0.119039156700293,0.969373190664415
1.07,14.7366320825185,-12.8072625703951,-2.10494812377778,24.5610534708642,33.6841580206296,44.2098962475556,31.5899111851852,36.8548963827161,-47.3848667777778,52.6498519753086,7.8974777962963,94.7697335555556,26.3109037037037,30.6960543209877,-39.4663555555556,43.8515061728395,6.57772592592593,78.9327111111111,0.384231513783326,0.120610504771434,0.970188161956956
1.075,14.8949094762731,-12.6226056110147,-2.34236421440972,24.8248491271219,33.7237273690683,44.6847284288194,31.7208362268518,37.0076422646605,-47.5812543402778,52.8680603780864,7.93020905671296,95.1625086805555,26.0587962962963,30.4019290123457,-39.0881944444444,43.4313271604938,6.51469907407407,78.1763888888889,0.385043840564683,0.122193867662181,0.971002845960793
1.08,15.053838336,-12.437188608,-2.58075750400001,25.08973056,33.763459584,45.161515008,31.850496,37.158912,-47.775744,53.08416,7.962624,95.551488,25.8048,30.1056,-38.7072,43.008,6.4512,77.4144,0.385853865961077,0.123789221967057,0.971817160457915
1.085,15.213412311838,-12.2510189695224,-2.82011846775694,25.3556871863966,33.8033530779595,45.6402369355139,31.9788811157407,37.3086946350309,-47.9683216736111,53.2981351929012,7.99472027893519,95.9366433472222,25.548937037037,29.8070932098765,-38.3234055555555,42.581561728395,6.38723425925926,76.6468111111111,0.386661448326291,0.125396542241699,0.972631023309678
1.09,15.3736250072593,-12.0641041581975,-3.0604375108889,25.6227083454321,33.8434062518148,46.1208750217778,32.1059822962963,37.456979345679,-48.1589734444444,53.5099704938271,8.02649557407407,96.3179468888889,25.2912296296296,29.5064345679012,-37.9368444444445,42.1520493827161,6.32280740740741,75.8736888888889,0.387466445609489,0.127015800985722,0.973444352472419
1.095,15.534469979625,-11.8764516904375,-3.3017049694375,25.890783299375,33.8836174949062,46.603409938875,32.231790375,37.6037554375,-48.3476855625,53.719650625,8.05794759375,96.695371125,25.0317,29.20365,-37.54755,41.7195,6.257925,75.0951,0.388268715390899,0.128646968626173,0.97425706601304
1.1,15.6959407407407,-11.6880691358025,-3.54391111111111,26.1599012345679,33.9239851851852,47.0878222222222,32.3562962962963,37.749012345679,-48.5344444444444,53.9271604938272,8.08907407407407,97.0688888888889,24.7703703703703,28.8987654320987,-37.1555555555555,41.2839506172839,6.19259259259259,74.311111111111,0.389068114918009,0.130290013501591,0.97506908212457
1.105,15.858030757412,-11.4989641163526,-3.78704613611806,26.4300512623534,33.964507689353,47.5740922722361,32.4794911157407,37.8927396350309,-48.7192366736111,54.1324851929012,8.11987277893519,97.4384733472222,24.507262962963,28.5918067901235,-36.7608944444445,40.845438271605,6.12681574074074,73.5217888888889,0.389864501142248,0.131944901846675,0.975880319141711
1.11,16.020733452,-11.309144306,-4.031100178,26.70122242,34.005183363,48.062200356,32.601366,38.034927,-48.902049,54.33561,8.1503415,97.804098,24.2424,28.2828,-36.3635999999999,40.4039999999999,6.06059999999999,72.7271999999999,0.390657730756141,0.133611597777597,0.976690695556345
1.115,16.1840422029768,-11.1186174298604,-4.27606330446526,26.9734036716281,34.0460105507442,48.5521266089305,32.7219122268518,38.1755642646605,-49.0828683402778,54.5365203780864,8.18047805671296,98.1657366805556,23.9758037037037,27.9717709876543,-35.9637055555556,39.9596728395062,5.99395092592593,71.9274111111111,0.391447660230945,0.135290063277958,0.977500130033015
1.12,16.3479503454815,-10.9273912636049,-4.52192551822222,27.2465839091358,34.0869875863704,49.0438510364444,32.8411211851852,38.3146413827161,-49.2616817777778,54.7352019753086,8.2102802962963,98.5233635555556,23.7074962962963,27.6587456790123,-35.5612444444444,39.5124938271605,5.92687407407407,71.1224888888889,0.392234145854725,0.136980258185406,0.978308541424371
1.125,16.512451171875,-10.7354736328125,-4.7686767578125,27.520751953125,34.1281127929688,49.537353515625,32.958984375,38.4521484375,-49.4384765625,54.931640625,8.23974609375,98.876953125,23.4375,27.34375,-35.15625,39.0625,5.859375,70.3125,0.393017043770886,0.138682140178933,0.979115848786578
1.13,16.6775379322963,-10.542872412321,-5.01630689844444,27.7958965538272,34.1693844830741,50.0326137968889,33.0754934074074,38.5880756419753,-49.6132401111111,55.125822345679,8.26887335185185,99.2264802222222,23.165837037037,27.0268098765432,-34.7487555555556,38.6097283950617,5.79145925925926,69.4975111111111,0.393796210017124,0.140395664766865,0.979921971394684
1.135,16.8432038352176,-10.3495955255795,-5.26480575282639,28.0720063920293,34.2108009588044,50.5296115056528,33.1906400046296,38.7224133387346,-49.7859600069444,55.3177333410494,8.29766000115741,99.5719200138889,22.8925296296296,26.7079512345679,-34.3387944444444,38.1542160493827,5.72313240740741,68.6775888888889,0.394571500564796,0.142120785275561,0.980726828757939
1.14,17.009442048,-10.155650944,-5.51416307199999,28.34907008,34.252360512,51.028326144,33.304416,38.855152,-49.956624,55.50736,8.326104,99.913248,22.6176,26.3872,-33.9264,37.696,5.6544,67.8528,0.395342771358692,0.143857452838821,0.981530340635075
1.145,17.1762456974491,-9.96104668630942,-5.7643685461736,28.6270761624151,34.2940614243623,51.5287370923472,33.4168133379629,38.9862822276234,-50.1252200069444,55.6946888966049,8.35420333449074,100.250440013889,22.3410703703704,26.0645820987654,-33.5116055555556,37.2351172839506,5.58526759259259,67.0232111111111,0.396109878357195,0.145605616388042,0.982332427049533
1.15,17.3436078703704,-9.76579081790123,-6.01541180555555,28.906013117284,34.3359019675926,52.0308236111111,33.5278240740741,39.1157947530864,-50.2917361111111,55.8797067901235,8.38195601851852,100.583472222222,22.062962962963,25.7401234567901,-33.0944444444444,36.7716049382716,5.51574074074074,66.1888888888889,0.396872677572804,0.147365222643106,0.983133008304629
1.155,17.511521614125,-9.5698914501875,-6.2672824211875,29.185869356875,34.3778804035313,52.534564842375,33.637440375,39.2436804375,-50.4561605625,56.062400625,8.40936009375,100.912321125,21.7833,25.41385,-32.67495,36.3055,5.44582500000001,65.3499000000001,0.397631025113024,0.149136216104035,0.983932004998674
1.16,17.6799799371852,-9.37335673995061,-6.51996990577778,29.466633228642,34.4199949842963,53.0399398115556,33.7456545185185,39.3699302716049,-50.6184817777778,56.2427575308642,8.43641362962963,101.236963555556,21.5021037037037,25.085787654321,-32.2531555555556,35.8368395061729,5.37552592592593,64.5063111111112,0.398384777221589,0.150918539043418,0.984729338040031
1.165,17.8489758096898,-9.1761948886952,-6.77346371453473,29.7482930161497,34.4622439524225,53.5469274290695,33.8524588935185,39.4945353757716,-50.7786883402778,56.4207648225309,8.46311472337963,101.557376680556,21.2193962962963,24.755962345679,-31.8290944444444,35.3656604938271,5.30484907407407,63.6581888888888,0.399133790320011,0.15271213149961,0.985524928662104
1.17,18.018502164,-8.978414142,-7.027753246,30.03083694,34.504625541,54.055506492,33.957846,39.617487,-50.936769,56.59641,8.4894615,101.873538,20.9352,24.4244,-31.4028,34.892,5.2338,62.8056000000001,0.399877921049435,0.154516931270739,0.986318698438267
1.175,18.1885518952546,-8.78002278886959,-7.28282784288195,30.3142531587577,34.5471379738137,54.5656556857639,34.0618084490741,39.7387765239197,-51.0927126736111,56.7696807484568,8.51545211226852,102.185425347222,20.649537037037,24.0911265432099,-30.9743055555555,34.4158950617284,5.16238425925926,61.9486111111111,0.400617026312788,0.156332873909512,0.987110569296722
1.18,18.3591178619259,-8.58102916108642,-7.53867679288888,30.5985297698765,34.5897794654815,55.0773535857778,34.164338962963,39.8583954567901,-51.2465084444445,56.9405649382716,8.54108474074074,102.493016888889,20.3624296296296,23.7561679012345,-30.5436444444444,33.9373827160493,5.0906074074074,61.0872888888888,0.401350963317193,0.158159892718829,0.98790046353528
