time_s,q_deg_A1,q_deg_A2,q_deg_A3,q_deg_A4,q_deg_A5,q_deg_A6,qd_deg_s_A1,qd_deg_s_A2,qd_deg_s_A3,qd_deg_s_A4,qd_deg_s_A5,qd_deg_s_A6,qdd_deg_s2_A1,qdd_deg_s2_A2,qdd_deg_s2_A3,qdd_deg_s2_A4,qdd_deg_s2_A5,qdd_deg_s2_A6,flange_x_m,flange_y_m,flange_z_m
0.145,0.0629305076342593,-29.9265810744267,19.9056042385486,0.104884179390432,30.0157326269086,0.188791522902778,1.2694466712963,1.48102111651235,-1.90417000694444,2.11574445216049,0.317361667824074,3.80834001388889,16.6203296296296,19.3903845679012,-24.9304944444444,27.7005493827161,4.15508240740741,49.8609888888889,0.290365661552836,0.000394010913075611,0.879164749963506
0.15,0.0694875,-29.91893125,19.89576875,0.1158125,30.017371875,0.2084625,1.35375,1.579375,-2.030625,2.25625,0.3384375,4.06125,17.1,19.95,-25.65,28.5,4.275,51.3,0.290413139242199,0.000435126273581217,0.879212000062907
0.155,0.0764719798657408,-29.9107826901566,19.8852920302014,0.127453299776235,30.0191179949664,0.229415939597222,1.4404366712963,1.68050944984568,-2.16065500694444,2.40072778549383,0.360109167824074,4.32131001388889,17.5736703703704,20.5026154320988,-26.3605055555556,29.2894506172839,4.39341759259259,52.7210111111111,0.290463709488436,0.000478934989092841,0.87926232447952
0.16,0.0838957890370371,-29.9021215794568,19.8741563164444,0.139826315061728,30.0209739472593,0.251687367111111,1.52947674074074,1.7843895308642,-2.29421511111111,2.54912790123457,0.382369185185185,4.58843022222222,18.041362962963,21.0482567901235,-27.0620444444444,30.0689382716049,4.51034074074074,54.1240888888889,0.290517457491625,0.000525513796589597,0.879315807346827
0.165,0.091770619875,-29.8929342768125,19.8623440701875,0.152951033125,30.0229426549688,0.275311859625,1.620840375,1.8909804375,-2.4312605625,2.701400625,0.40521009375,4.862521125,18.5031,21.58695,-27.75465,30.8385,4.625775,55.5093,0.290574467314155,0.000574938744284832,0.879372531601348
0.17,0.100108015851852,-29.8832073148395,19.8498379762222,0.16684669308642,30.025027003963,0.300324047555556,1.71449785185185,2.00024749382716,-2.57174677777778,2.85749641975309,0.428624462962963,5.14349355555556,18.9589037037037,22.1187209876543,-28.4383555555556,31.5981728395062,4.73972592592593,56.8767111111111,0.290634821881676,0.000627285207710728,0.879432578980518
0.175,0.108919372106481,-29.8729273992091,19.8366209418403,0.181532286844136,30.0272298430266,0.326758116319444,1.81041956018518,2.11215615354938,-2.71562934027778,3.01736593364197,0.452604890046296,5.43125868055555,19.4087962962963,22.6435956790123,-29.1131944444444,32.3479938271605,4.85219907407407,58.2263888888889,0.290698602983982,0.000682627905902385,0.87949603002052
0.18,0.118215936,-29.862081408,19.822676096,0.19702656,30.029553984,0.354647808,1.908576,2.226672,-2.862864,3.18096,0.477144,5.725728,19.8528,23.1616,-29.7792,33.088,4.9632,59.5584,0.290765891275838,0.0007410409176665,0.879562964054065
0.185,0.128008807671296,-29.8506563910502,19.8079867884931,0.213348012785494,30.0320022019178,0.384026423013889,2.00893778240741,2.34376074614198,-3.01340667361111,3.34822963734568,0.502234445601852,6.02681334722222,20.290937037037,23.6727598765432,-30.4364055555556,33.8182283950617,5.07273425925926,60.8728111111111,0.29083676627773,0.000802597697920034,0.879633459208137
0.19,0.138308940592593,-29.8386395693086,19.7925365891111,0.230514900987654,30.0345772351481,0.414926821777778,2.11147562962963,2.4633882345679,-3.16721344444445,3.51912604938272,0.527868907407408,6.33442688888889,20.7232296296296,24.1771012345679,-31.0848444444444,34.5387160493827,5.18080740740741,62.1696888888889,0.290911306376568,0.000867371094084562,0.879707592401705
0.195,0.149127142125,-29.8260183341875,19.7763092868125,0.248545236875,30.0372817855312,0.447381426375,2.216160375,2.5855204375,-3.3242405625,3.693600625,0.55404009375,6.648481125,21.1497,24.67465,-31.72455,35.2495,5.287425,63.4491,0.290989588826306,0.000935433362522295,0.879785439343408
0.2,0.160474074074074,-29.8127802469136,19.7592888888889,0.267456790123457,30.0401185185185,0.481422222222222,2.32296296296296,2.71012345679012,-3.48444444444444,3.8716049382716,0.580740740740741,6.96888888888889,21.5703703703704,25.1654320987654,-32.3555555555556,35.9506172839506,5.39259259259259,64.7111111111111,0.291071689748515,0.00100685618500003,0.879867074529215
0.205,0.17236025324537,-29.7989130378804,19.7414596201319,0.287267088742284,30.0430900633113,0.517080759736111,2.43185444907407,2.83716352391975,-3.64778167361111,4.05309074845679,0.607963612268518,7.29556334722222,21.985262962963,25.6494734567901,-32.9778944444444,36.6421049382716,5.49631574074074,65.9557888888889,0.291157684132878,0.00108171068516755,0.879952571240077
0.21,0.184796052,-29.784404606,19.722805922,0.30799342,30.046199013,0.554388156,2.542806,2.966607,-3.814209,4.23801,0.6357015,7.628418,22.3944,26.1268,-33.5916,37.324,5.5986,67.1832,0.291247645837622,0.00116006744503736,0.88004200153957
0.215,0.197791698810185,-29.7692430180548,19.7033124517847,0.329652831350309,30.0494479247025,0.593375096430556,2.65578889351852,3.09842037577161,-3.98368334027778,4.42631482253087,0.66394722337963,7.96736668055556,22.7978037037037,26.597437654321,-34.1967055555556,37.9963395061728,5.69945092592593,68.3934111111111,0.291341647589885,0.00124199652145268,0.880135436271528
0.22,0.211357278814815,-29.7534165080494,19.6829640817778,0.352262131358025,30.0528393197037,0.634071836444444,2.77077451851852,3.23257027160494,-4.15616177777778,4.6179575308642,0.69269362962963,8.31232355555556,23.1954962962963,27.061412345679,-34.7932444444444,38.6591604938272,5.79887407407407,69.5864888888889,0.291439760986016,0.00132756746253135,0.880232945057691
0.225,0.225502734375,-29.7369134765625,19.6617458984375,0.375837890625,30.0563756835937,0.676508203125,2.887734375,3.3690234375,-4.3316015625,4.812890625,0.72193359375,8.663203125,23.5875,27.51875,-35.38125,39.3125,5.896875,70.7625,0.291542056491801,0.00141684932407284,0.880334596295347
0.23,0.24023786562963,-29.7197224900988,19.6396432015556,0.400396442716049,30.0600594664074,0.720713596888889,3.00664007407407,3.50774675308642,-4.50996011111111,5.01106679012346,0.751660018518519,9.01992022222222,23.973837037037,27.9694765432099,-35.9607555555556,39.9563950617284,5.99345925925926,71.9215111111111,0.291648603442625,0.0015099106859167,0.880440457155001
